Name,Name_ID,Category,Items,Img_path,wiki_brief,wiki_long,fill_check,border_check
"Beck, Glenn",BeckGlenn,Political and Military History,9,images/375.jpg,CEO of TheBlaze,"Glenn Lee Beck is an American conservative political commentator, radio host, television producer, and conspiracy theorist. He is the CEO, founder, and owner of Mercury Radio Arts, the parent company of his television and radio network TheBlaze. ",img,pmh
"Bowen, John T.",BowenJohnT,Cultural and Community Life,9,,Dermatologist,"John Templeton Bowen was an American dermatologist.
Bowen's disease and Bowenoid papulosis are named for him.",ccl,ccl
"Brashear, John A.",BrashearJohnA,Medicine and Science,9,images/377.jpg,American astronomer,Dr. John Alfred Brashear was an American astronomer and instrument builder.,img,ms
"Bush, Barbara",BushBarbara,Political and Military History,9,images/378.jpg,Former First Lady of the United States,"Barbara Pierce Bush was the first lady of the United States from 1989 to 1993 as the wife of George H. W. Bush, who served as the 41st president of the United States, and founder of the Barbara Bush Foundation for Family Literacy. ",img,pmh
"Cameron, John",CameronJohn,Cultural and Community Life,9,,Footballer,Cameron Bradley John is an English footballer who plays as a central defender for Doncaster Rovers.,ccl,ccl
"Carnegie, Hattie",CarnegieHattie,Cultural and Community Life,9,,Fashion entrepreneur,"Hattie Carnegie was a fashion entrepreneur based in New York City from the 1920s to the 1950s. She was born in Vienna, Austria-Hungary, as Henrietta Kanengeiser. ",ccl,ccl
"Chapoton, Kelley Wayman",ChapotonKelleyWayman,Cultural and Community Life,9,,,,ccl,ccl
"Chastain III, Arthur",ChastainIIIArthur,Cultural and Community Life,9,,,,ccl,ccl
"Churchill, Owen",ChurchillOwen,Cultural and Community Life,9,,American sailor,"Owen Porter Churchill was an American sailor who competed in the 1932 Summer Olympics.
In 1932 he was a crew member of the American boat Angelita which won the gold medal in the 8 metre class.",ccl,ccl
"Cosgrove-Davies, Malcolm",Cosgrove-DaviesMalcolm,Work and Industry,9,,,,wi,wi
"Cuccinello, Tony",CuccinelloTony,Cultural and Community Life,9,,American professional baseball player,"Anthony Francis ""Tony"" Cuccinello was an American professional baseball second baseman and third baseman. He played in Major League Baseball for the Cincinnati Reds, Brooklyn Dodgers, Boston Bees, New York Giants, Boston Braves, and Chicago White Sox between 1930 and 1945. ",ccl,ccl
"Darley, Felix Octavius Carr",DarleyFelixOctaviusCarr,Cultural and Community Life,9,,,,ccl,ccl
"Dreskin, Cybele",DreskinCybele,Work and Industry,9,,,,wi,wi
"Eisenhower, Mamie Doud",EisenhowerMamieDoud,Political and Military History,9,images/383.jpg,Former First Lady of the United States,"Mamie Geneva Eisenhower was the wife of President Dwight D. Eisenhower and thereby First Lady of the United States from 1953 to 1961.
Mamie married Dwight Eisenhower at age 19 in 1916. The young couple moved frequently between military quarters in many postings, from Panama to the Philippines. ",img,pmh
"Farmer, Moses G.",FarmerMosesG,Work and Industry,9,,Electrical engineer,"Moses Gerrish Farmer was an electrical engineer and inventor. Farmer was a member to the AIEE, later known as the IEEE.",wi,wi
"Ferraro, Geraldine O.",FerraroGeraldineO,Political and Military History,9,images/385.jpg,American Politician,"Geraldine Anne ""Gerry"" Ferraro was an American politician, diplomat, and attorney. She served in the United States House of Representatives from 1979 to 1985, and was the Democratic Party's vice presidential nominee in 1984, running alongside former vice president Walter Mondale; making her the first female vice-presidential nominee representing a major American political party. ",img,pmh
"Fitzgerald, Ella",FitzgeraldElla,Cultural and Community Life,9,images/386.jpg,American jazz singer,"Ella Jane Fitzgerald was an American jazz singer, sometimes referred to as the First Lady of Song, Queen of Jazz, and Lady Ella. ",img,ccl
"Forbes, Steve",ForbesSteve,Political and Military History,9,,American entrepreneur,"Malcolm Stevenson Forbes was an American entrepreneur most prominently known as the publisher of Forbes magazine, founded by his father B. C. Forbes. ",pmh,pmh
"German, Vernon",GermanVernon,Political and Military History,9,,,,pmh,pmh
"Gibson, Gordon D.",GibsonGordonD,Medicine and Science,9,,,,ms,ms
"Greatorex, Eliza Pratt",GreatorexElizaPratt,Work and Industry,9,images/388.jpg,American artist,Eliza Pratt Greatorex was an Irish-born American artist who was affiliated with the Hudson River School. She is known for her landscape paintings as well as for several series of pen-and-ink drawings and etchings that were published in book form. ,img,wi
"Griswold, M. M.",GriswoldMM,Work and Industry,9,,,,wi,wi
"Hoover, Lou Henry",HooverLouHenry,Political and Military History,9,images/389.jpg,Former First Lady of the United States,"Lou Hoover was the wife of President Herbert Hoover and served as the First Lady of the United States from 1929 to 1933.
Marrying her geologist and mining engineer husband in 1899, she traveled widely with him, including to Shanghai, China, and became a cultivated scholar and linguist. ",img,pmh
"Horton, Christopher",HortonChristopher,Political and Military History,9,images/390.jpg,American football safety,Christopher D. Horton is a former American football safety that is currently the special teams coach for the Baltimore Ravens of the National Football League. He was drafted by the Washington Redskins in the seventh round of the 2008 NFL Draft. He played college football at UCLA.,img,pmh
"Japanese, World War II",JapaneseWorldWarII,Political and Military History,9,images/391.jpg,,"The Allies of World War II, called the United Nations from the 1 January 1942 declaration, were the countries that together opposed the Axis powers during the Second World War. ",img,pmh
"Kennedy, Caroline",KennedyCaroline,Political and Military History,9,images/392.jpg,American author,"Caroline Bouvier Kennedy is an American author, attorney, and diplomat who served as the United States Ambassador to Japan from 2013 to 2017. She is a member of the Kennedy family and the only surviving child of President John F. Kennedy and First Lady Jacqueline Bouvier Kennedy.
Kennedy was five days shy of her sixth birthday when her father was assassinated on November 22, 1963. The following year, Caroline, her mother, and brother John F. Kennedy Jr. settled on the Upper East Side of Manhattan, where she attended school. ",img,pmh
"Kent, Grace Helen",KentGraceHelen,Medicine and Science,9,,,,ms,ms
"King, Freddy",KingFreddy,Cultural and Community Life,9,,,,ccl,ccl
"La Bianca, Ginetta",LaBiancaGinetta,Cultural and Community Life,9,,,,ccl,ccl
"Manson, Christopher",MansonChristopher,Work and Industry,9,,,,wi,wi
"Nixon, Patricia",NixonPatricia,Political and Military History,9,images/394.jpg,Richard Nixon's daughter,"Patricia Nixon Cox is the elder daughter of the 37th President Richard Nixon and First Lady Pat Nixon, and sister to Julie Nixon Eisenhower.
She is married to Edward F. Cox and is the mother of Christopher Nixon Cox.
In her father's public career, Cox performed a ceremonial role, in contrast to Julie's more political involvement. She accompanied him on many campaign stops and, after his inauguration, on state trips around the world.",img,pmh
"O'Quin, Gene",O'QuinGene,Cultural and Community Life,9,,,,ccl,ccl
"Otis, Johnny",OtisJohnny,Cultural and Community Life,9,,American drummer,"Tony Braunagel is an American drummer, producer, and songwriter from Houston, Texas, United States based in Los Angeles, California. ",ccl,ccl
"Pelosi, Nancy",PelosiNancy,Political and Military History,9,images/397.jpg,Speaker of the United States House of Representatives,Nancy Patricia Pelosi is an American politician serving as a congresswoman from California and the Speaker of the United States House of Representatives. ,img,pmh
"Perry, Rick",PerryRick,Political and Military History,9,images/398.jpg,Former United States Secretary of Energy,"James Richard ""Rick"" Perry is an American politician who served as the 14th United States Secretary of Energy from 2017 to 2019. ",img,pmh
"Phelps, George M.",PhelpsGeorgeM,Work and Industry,9,,,,wi,wi
"Rankin, Jeannette",RankinJeannette,Political and Military History,9,images/399.jpg,American Politician,"Jeannette Pickering Rankin was an American politician and women's rights advocate, and the first woman to hold federal office in the United States. She was elected to the U.S. House of Representatives as a Republican from Montana in 1916, and again in 1940.
",img,pmh
"Rathbone, Aaron",RathboneAaron,Cultural and Community Life,9,,,,ccl,ccl
"Raysor, Einar H.",RaysorEinarH,Cultural and Community Life,9,,,,ccl,ccl
"Reagan, Nancy",ReaganNancy,Political and Military History,9,images/400.jpg,Former First Lady of the United States,"Nancy Davis Reagan was an American film actress and the second wife of Ronald Reagan, the 40th president of the United States. She was the first lady of the United States from 1981 to 1989.
She was born in New York City. ",img,pmh
"Reed, Jimmy",ReedJimmy,Cultural and Community Life,9,,American musician,Mathis James Reed was an American blues musician and songwriter. His particular style of electric blues was popular with blues as well as non-blues audiences. ,ccl,ccl
"Richardson-Merrell, Inc",Richardson-MerrellInc,Medicine and Science,9,,,,ms,ms
"Ritchie, Henrietta F.",RitchieHenriettaF,Work and Industry,9,,,,wi,wi
"Roosevelt, Franklin Delano",RooseveltFranklinDelano,Work and Industry,9,images/25.jpg,32nd U.S. President,"Franklin Delano Roosevelt, often referred to by his initials FDR, was an American politician who served as the 32nd president of the United States from 1933 until his death in 1945. ",img,wi
"Russell, Benjamin",RussellBenjamin,Cultural and Community Life,9,,American veteran,"Benjamin Russell Driebergen is an American Marine Corps veteran and reality television personality, best known for competing on and winning Survivor: Heroes vs. Healers vs. Hustlers. ",ccl,ccl
"Salomon, Erich",SalomonErich,Work and Industry,9,,Award,"The Dr. Erich Salomon Award, dedicated to Erich Salomon, is a lifetime achievement award for photojournalists given by the German Society for Photography.",wi,wi
"Sanchez, Emilio",SanchezEmilio,Work and Industry,9,images/406.jpg,Tennis player,Emilio Ãngel SÃ¡nchez Vicario is a former world No. 1 doubles professional tennis player from Spain. He won five Grand Slam doubles titles and the men's doubles silver medal at the 1988 Olympic Games. ,img,wi
"Sandrart, Johann Jakob von",SandrartJohannJakobvon,Work and Industry,9,,,,wi,wi
"Schulke, Flip",SchulkeFlip,Work and Industry,9,,,,wi,wi
"Sinclair, Thomas",SinclairThomas,Cultural and Community Life,9,,Basketball player,Sinclair Thomas is a former wheelchair basketball player and current coach. He was part of the Great Britain team that came fourth at the 2000 Summer Paralympics and won bronze medals at the 2004 event. ,ccl,ccl
"Skinner, B. F.",SkinnerBF,Medicine and Science,9,images/408.jpg,American psychologist,"Burrhus Frederic Skinner was an American psychologist, behaviorist, author, inventor, and social philosopher. He was a professor of psychology at Harvard University from 1958 until his retirement in 1974.
",img,ms
"Sloan, John",SloanJohn,Work and Industry,9,,,,wi,wi
"Stanley, William Ford",StanleyWilliamFord,Medicine and Science,9,,,,ms,ms
"Stark, Ron",StarkRon,Cultural and Community Life,9,,Film actor,,ccl,ccl
"Stein, Samuel Leonard",SteinSamuelLeonard,Work and Industry,9,,,,wi,wi
"Stieglitz, Alfred",StieglitzAlfred,Work and Industry,9,,,,wi,wi
"Strong, Thomas W.",StrongThomasW,Cultural and Community Life,9,,,,ccl,ccl
"T. B. Harms and Francis, Day & Hunter",TBHarmsandFrancisDay&Hunter,Cultural and Community Life,9,,,,ccl,ccl
"Ujihara, Akio",UjiharaAkio,Political and Military History,9,,,,pmh,pmh
"Van Zyle, Jon",VanZyleJon,Cultural and Community Life,9,,,,ccl,ccl
"Waldack, Charles",WaldackCharles,Work and Industry,9,,,,wi,wi
"Wallace, Henry",WallaceHenry,Political and Military History,9,images/412.jpg,Violinist,Wallace Henry Hartley was an English violinist and bandleader on the RMS Titanic on its maiden voyage. He became famous for leading the eight-member band as the ship sank on 15 April 1912. He died in the sinking.,img,pmh
"Washington, George",WashingtonGeorge,Cultural and Community Life,9,images/50.jpg,1st U.S. President,"George Washington was an American political leader, military general, statesman, and founding father who served as the first president of the United States from 1789 to 1797. ",img,ccl
"Weed, A. E.",WeedAE,Work and Industry,9,,,,wi,wi
"Willard, Frances E.",WillardFrancesE,Political and Military History,9,images/415.jpg,American educator,"Frances Elizabeth Caroline Willard was an American educator, temperance reformer, and women's suffragist. Willard became the national president of Woman's Christian Temperance Union in 1879 and remained president until her death in 1898. ",img,pmh
"Anderson, Alexander",AndersonAlexander,Work and Industry,8,,,,wi,wi
"Armstrong, Louis",ArmstrongLouis,Cultural and Community Life,8,,,,ccl,ccl
"Baker, Joseph E.",BakerJosephE,Cultural and Community Life,8,,,,ccl,ccl
"Biden, Jill",BidenJill,Political and Military History,8,images/418.jpg,Former Second Lady of the United States,"Jill Tracy Jacobs Biden is an American educator who was second lady of the United States from 2009 to 2017. She is married to Joe Biden, the 47th vice president of the United States, and the Democratic Party's nominee for President of the United States in the 2020 election.
",img,pmh
"Bisbee, Ezra",BisbeeEzra,Cultural and Community Life,8,,,,ccl,ccl
"Bogue, David",BogueDavid,Cultural and Community Life,8,,,,ccl,ccl
"Cain, Herman",CainHerman,Political and Military History,8,images/419.jpg,American executive,"Herman Cain was an American business executive, writer, and Tea Party activist. Born in Memphis, Tennessee, Cain grew up in Georgia and graduated from Morehouse College with a bachelor's degree in mathematics. ",img,pmh
"Cole, Luther",ColeLuther,Work and Industry,8,,Lawyer,"Luther Francis Cole was a lawyer and politician from Baton Rouge, Louisiana, who served as a state legislator and then as a judge.
Cole was born in Alexandria in Rapides Parish, one of twelve children of Clement and Catherine Cole. He graduated from Bolton High School and served in the United States Navy during World War II. He attended Louisiana Tech University in Ruston and graduated from Louisiana State University Law Center in Baton Rouge. He joined a friend, Warren Mengis, in the formation of the Cole and Mengis law firm in Baton Rouge. They later partnered with Lawrence Durant.
A Democrat, Cole served in the Louisiana House of Representatives during the administration of Governor John McKeithen. His tenure extended only from 1964 until 1967, when he resigned to become a judge of the 19th Judicial District Court. From 1972 to 1973, he was president of the Louisiana District Judges Association. ",wi,wi
"Coolidge, Grace Goodhue",CoolidgeGraceGoodhue,Political and Military History,8,images/421.jpg,Former First Lady of the United States,"Grace Anna Coolidge was the wife of the 30th President of the United States, Calvin Coolidge. She was the First Lady of the United States from 1923 to 1929 and the Second Lady of the United States from 1921 to 1923. ",img,pmh
"Currier, Nathaniel",CurrierNathaniel,Cultural and Community Life,8,,,,ccl,ccl
"Daguerre, Louis Jacques Mande",DaguerreLouisJacquesMande,Work and Industry,8,images/422.jpg,French artist,"Louis-Jacques-MandÃ© Daguerre, better known as Louis Daguerre, was a French artist and photographer, recognized for his invention of the daguerreotype process of photography. He became known as one of the fathers of photography. ",img,wi
"Dangerfield, Rodney",DangerfieldRodney,Cultural and Community Life,8,images/423.jpg,American comedian,"Jack Roy, popularly known by the stage name Rodney Dangerfield, was an American stand-up comedian. He was known for his self-deprecating one-liner humor, his catchphrase â€œI don't get no respect!â€ and his monologues on that theme.
",img,ccl
"Darley, Felix Octavius Carr",DarleyFelixOctaviusCarr,Work and Industry,8,,,,wi,wi
"de la Renta, Oscar",delaRentaOscar,Cultural and Community Life,8,images/424.jpg,Fashion designer,"Ã“scar ArÃ­stides Renta Fiallo, known professionally as Oscar de la Renta, was a Dominican fashion designer. Born in Santo Domingo, he was trained by CristÃ³bal Balenciaga and Antonio del Castillo. ",img,ccl
"Dempsey, Jack",DempseyJack,Cultural and Community Life,8,images/425.jpg,American professional boxer,"William Harrison ""Jack"" Dempsey, nicknamed Kid Blackie, and The Manassa Mauler, was an American professional boxer who competed from 1914 to 1927, and reigned as the world heavyweight champion from 1919 to 1926. ",img,ccl
"Diaz-Balart, Jose",Diaz-BalartJose,Work and Industry,8,images/426.jpg,American journalist,"JosÃ© DÃ­az-Balart is a Cuban-American journalist and television anchorman. He is currently the anchor for Noticias Telemundo, the Telemundo network's early evening Spanish-language news program, as well as the network's public affairs Sunday morning program Enfoque con Jose Diaz-Balart. ",img,wi
"Eagleton, Thomas",EagletonThomas,Political and Military History,8,images/427.jpg,Former United States Senator,"Thomas Francis Eagleton was a United States senator from Missouri, serving from 1968 to 1987. He was briefly the Democratic vice presidential nominee under George McGovern in 1972. ",img,pmh
"Edgerton, H.",EdgertonH,Work and Industry,8,,American activist,H. K. Edgerton is an African-American activist for Southern heritage and an African-American member of the Sons of Confederate Veterans. He is often given a prominent place at rallies for the Confederate flag. ,wi,wi
"Engelmann, Godefroy",EngelmannGodefroy,Work and Industry,8,,,,wi,wi
"Evans, Walker",EvansWalker,Work and Industry,8,images/429.jpg,American photographer,Walker Evans was an American photographer and photojournalist best known for his work for the Farm Security Administration documenting the effects of the Great Depression. ,img,wi
"Farr, Jamie",FarrJamie,Cultural and Community Life,8,,,"The Marathon Classic, in full the Marathon Classic Presented by Dana, is a women's professional golf tournament on the LPGA Tour. ",ccl,ccl
"Fort, Louis",FortLouis,Work and Industry,8,,,,wi,wi
"Gernreich, Rudi",GernreichRudi,Cultural and Community Life,8,,American-Austrian fashion designer,"Rudolf ""Rudi"" Gernreich was an Austrian-born American fashion designer whose avant-garde clothing designs are generally regarded as the most innovative and dynamic fashion of the 1960s. ",ccl,ccl
"Gratacap, Henry T.",GratacapHenryT,Cultural and Community Life,8,,,,ccl,ccl
"Greeley, Horace",GreeleyHorace,Political and Military History,8,images/433.jpg,American editor,"Horace Greeley was an American newspaper editor and publisher who was the founder and editor of the New-York Tribune, among the great newspapers of its time. ",img,pmh
"Gregory, Dick",GregoryDick,Political and Military History,8,images/434.jpg,American comedian,"Richard Claxton Gregory was an American comedian, civil rights and vegetarian activist, and conspiracy theorist. He spent the last decades of his life speaking regularly about numerous conspiracy theories. His writings were best sellers. ",img,pmh
"Hahn, Betty",HahnBetty,Work and Industry,8,,,,wi,wi
"Hays, Michael Alan",HaysMichaelAlan,Cultural and Community Life,8,,,,ccl,ccl
"Heller, Helen West",HellerHelenWest,Work and Industry,8,,American painter,"Helen West Heller was an American painter, printmaker, poet, and illustrator.
Heller was born Helen Barnhart in Rushville, Illinois, the daughter of a farmer, boat builder, and decoy maker. ",wi,wi
"Hitler, Adolph",HitlerAdolph,Political and Military History,8,images/436.jpg,,Adolf Hitler was a German politician and leader of the Nazi Party. He rose to power as the chancellor of Germany in 1933 and then as FÃ¼hrer in 1934. ,img,pmh
"Horkott, John",HorkottJohn,Political and Military History,8,,,,pmh,pmh
"Keller, Franz",KellerFranz,Work and Industry,8,,Cook,,wi,wi
"Kilburn, B. W.",KilburnBW,Work and Industry,8,,,,wi,wi
"Knoedler, M.",KnoedlerM,Work and Industry,8,,,"M. Knoedler &amp; Co. was an art dealership in New York City founded in 1846. When it closed in 2011, amid lawsuits for fraud, it was one of the oldest commercial art galleries in the US, having been in operation for 165 years.",wi,wi
"Knox, Frank",KnoxFrank,Political and Military History,8,,Author,"Frank Knox Morton Pennypacker was a collector of Long Island, New York historical material and author of several books on Long Island history, including George Washington's Spies, the story of the Culper Ring.
",pmh,pmh
"Krider, Peter L.",KriderPeterL,Cultural and Community Life,8,,Silversmith,"Peter Lewis Krider, also known as P.L. Krider, was a noted American silversmith, active in Philadelphia.
Krider was born in Philadelphia and worked on a farm from ages 10 to 14. ",ccl,ccl
"Libby, McNeill & Libby",LibbyMcNeill&Libby,Work and Industry,8,,,,wi,wi
"Lichtman, F. B.",LichtmanFB,Work and Industry,8,,,,wi,wi
"Lodge, Jr., Henry Cabot",LodgeJrHenryCabot,Political and Military History,8,images/442.jpg,Former United States Senator,"Henry Cabot Lodge Jr., sometimes referred to as Henry Cabot Lodge II, was a Republican United States Senator from Massachusetts in both Senate seats in non-consecutive terms of service and a United States ambassador. ",img,pmh
"Longacre, James Barton",LongacreJamesBarton,Work and Industry,8,,,,wi,wi
"Lovato, Manuelita",LovatoManuelita,Cultural and Community Life,8,,,,ccl,ccl
"Magee, John L.",MageeJohnL,Cultural and Community Life,8,,Artist,"John L. Magee was an American artist, lithographer, and engraver.
Magee was born in New York. He created lithographs for New York publishing companies and exhibited three paintings at the National Academy of Design, including The Mischievous Boy. ",ccl,ccl
"McGinnus, Ruth",McGinnusRuth,Cultural and Community Life,8,,,,ccl,ccl
"Miller, Hinda",MillerHinda,Cultural and Community Life,8,,Member of Vermont Senate,"Hinda Miller is a former Democratic member of the Vermont State Senate, representing the Chittenden senate district. Miller is also known for her part in the invention of the sports bra.
",ccl,ccl
"Miller, Leonard T.",MillerLeonardT,Cultural and Community Life,8,,,,ccl,ccl
"Moran, Peter",MoranPeter,Work and Industry,8,,,,wi,wi
"Morton, Ferdinand ""Jelly Roll""","MortonFerdinand""JellyRoll""",Cultural and Community Life,8,images/445.jpg,American jazz pianist,"Ferdinand Joseph LaMothe, known professionally as Jelly Roll Morton, was an American ragtime and jazz pianist, bandleader, and composer. ",img,ccl
"Myers, Lora Shelly",MyersLoraShelly,Cultural and Community Life,8,,,,ccl,ccl
"NÃ¨gre, Charles",NÃ¨greCharles,Work and Industry,8,,,,wi,wi
"Normand, Charles",NormandCharles,Work and Industry,8,,Scottish meteorologist,Sir Charles William Blyth Normand CIE was a Scottish meteorologist.,wi,wi
"O'Dell, Doye",O'DellDoye,Cultural and Community Life,8,,Actor,,ccl,ccl
"Odell, Mac",OdellMac,Cultural and Community Life,8,,,,ccl,ccl
"Opper, Frederick Burr",OpperFrederickBurr,Political and Military History,8,,,,pmh,pmh
"Parker, Charles W.",ParkerCharlesW,Cultural and Community Life,8,,American actor,Parker Young is an American actor. He portrayed Ryan Shay on the ABC sitcom Suburgatory and Randy Hill on the Fox sitcom Enlisted and is most recently known for his role as Richard on the Bravo series Imposters. ,ccl,ccl
"Parlow, George F.",ParlowGeorgeF,Work and Industry,8,,,,wi,wi
"Petkevich, John Misha",PetkevichJohnMisha,Cultural and Community Life,8,,,,ccl,ccl
"Pierson, Weir",PiersonWeir,Medicine and Science,8,,,,ms,ms
"Poppen, Sherman R.",PoppenShermanR,Cultural and Community Life,8,,,,ccl,ccl
"Pordy, Ronald",PordyRonald,Work and Industry,8,,,,wi,wi
"Pretsch, Paul",PretschPaul,Work and Industry,8,,Photographer,,wi,wi
"Probst, Georg Balthasar",ProbstGeorgBalthasar,Cultural and Community Life,8,,,,ccl,ccl
"Reinhart, Jaques F.",ReinhartJaquesF,Cultural and Community Life,8,,,,ccl,ccl
"Robertson, William C.",RobertsonWilliamC,Cultural and Community Life,8,,,,ccl,ccl
"Rosselli, Matteo",RosselliMatteo,Work and Industry,8,images/452.jpg,Italian painter,Matteo Rosselli was an Italian painter of the late Florentine Counter-Mannerism and early Baroque. He is best known however for his highly populated grand-manner historical paintings.,img,wi
"Schoenner, Georg",SchoennerGeorg,Medicine and Science,8,,,,ms,ms
"Schultz, Mike",SchultzMike,Cultural and Community Life,8,images/453.jpg,Band,"Big Daddy Weave is an American contemporary Christian band from Mobile, Alabama composed of Mike Weaver, Jay Weaver, Joe Shirk, Jeremy Redmon, and Brian Beihl. They are signed to Fervent Records.
The band members met in college while attending the University of Mobile. ",img,ccl
"Schum, Philip",SchumPhilip,Cultural and Community Life,8,,,,ccl,ccl
"Stevenson, James",StevensonJames,Work and Industry,8,,,,wi,wi
"Swanton, E. Michael",SwantonEMichael,Cultural and Community Life,8,,,,ccl,ccl
"Wobbrock, Bob",WobbrockBob,Cultural and Community Life,8,,,,ccl,ccl
"Allen, Oliver",AllenOliver,Work and Industry,7,,Footballer,"Joseph Allen Oliver is an English retired footballer who played as a winger.
Oliver started his career with non-league Crofton Colliery Welfare before joining Derby County in 1947. ",wi,wi
"American Federation of State, County and Municipal Employees",AmericanFederationofStateCountyandMunicipalEmployees,Political and Military History,7,,,,pmh,pmh
"Amsler, Jacob",AmslerJacob,Medicine and Science,7,,,,ms,ms
"Amsterdam, Bernard",AmsterdamBernard,Cultural and Community Life,7,images/457.jpg,French actress,"Sarah Bernhardt was a French stage actress who starred in some of the most popular French plays of the late 19th and early 20th centuries, including La Dame Aux Camelias by Alexandre Dumas, fils; Ruy Blas by Victor Hugo; FÃ©dora and La Tosca by Victorien Sardou; and L'Aiglon by Edmond Rostand. ",img,ccl
"Amsterdam, Bettee Aynn",AmsterdamBetteeAynn,Cultural and Community Life,7,,,,ccl,ccl
"Anderson, John B.",AndersonJohnB,Political and Military History,7,images/458.jpg,Politician,"John Bayard Anderson was a United States politician from Illinois. As a member of the Republican Party, he served in the United States House of Representatives, representing Illinois's 16th congressional district from 1961 to 1981. ",img,pmh
"Anderson, R.",AndersonR,Medicine and Science,7,,,,ms,ms
"Armour, Vicki Loren",ArmourVickiLoren,Cultural and Community Life,7,,,,ccl,ccl
"Baer, Ralph H.",BaerRalphH,Medicine and Science,7,images/459.jpg,American-German inventor,"Ralph Henry Baer was a German-Jewish-born American inventor, game developer, and engineer.
Baer's family fled Germany just before World War II and Baer served the American war effort, gaining an interest in electronics shortly thereafter. ",img,ms
"Baird, Bill",BairdBill,Cultural and Community Life,7,images/460.jpg,Singer-songwriter,"Billie Eilish Pirate Baird O'Connell is an American singer and songwriter. She first gained attention in 2015 when she uploaded the song ""Ocean Eyes"" to SoundCloud, which was subsequently released by the Interscope Records subsidiary Darkroom. ",img,ccl
"Beall, Mary Ann",BeallMaryAnn,Political and Military History,7,,,,pmh,pmh
"Bentsen, Lloyd",BentsenLloyd,Political and Military History,7,images/462.jpg,Former United States Senator,Lloyd Millard Bentsen Jr. was an American politician who was a four-term United States Senator from Texas and the Democratic Party nominee for vice president in 1988 on the Michael Dukakis ticket. ,img,pmh
"Bigelow, John",BigelowJohn,Cultural and Community Life,7,images/463.jpg,American lawyer,John Bigelow Sr. was an American lawyer and statesman.,img,ccl
"Bodge, Peter",BodgePeter,Cultural and Community Life,7,,,,ccl,ccl
"Bouillon, Pierre",BouillonPierre,Work and Industry,7,,,,wi,wi
"Boydell, Josiah",BoydellJosiah,Work and Industry,7,,,,wi,wi
"Brooks, Troyal Garth",BrooksTroyalGarth,Cultural and Community Life,7,images/464.jpg,American singer-songwriter,"Troyal Garth Brooks is an American singer and songwriter. His integration of rock and pop elements into the country genre has earned him popularity, particularly in the United States with success on the country music single and album charts, multi-platinum recordings and record-breaking live performances, while also crossing over into the mainstream pop arena.
",img,ccl
"Browning, John",BrowningJohn,Medicine and Science,7,images/465.jpg,,"John Moses Browning was an American firearms designer who developed many varieties of military and civilian firearms, cartridges, and gun mechanisms â€“ many of which are still in use around the world. ",img,ms
"Burack, Benjamin",BurackBenjamin,Medicine and Science,7,,,,ms,ms
"Cattani, Antonio",CattaniAntonio,Medicine and Science,7,,,,ms,ms
"Charles Williams, Jr.",CharlesWilliamsJr,Work and Industry,7,,,"Charles Andrew Williams Jr. is a convicted murderer who, as a 15-year-old, perpetrated the shooting at Santana High School on March 5, 2001. In the shooting, two students were killed and 13 others were wounded. Williams is currently serving 50 years to life in prison.",wi,wi
"Chester, Charles T.",ChesterCharlesT,Work and Industry,7,images/467.jpg,American singer-songwriter,"Chester Charles Bennington was an American singer, songwriter, musician, and actor. He was best known as the lead vocalist for Linkin Park and was also lead vocalist for the bands Grey Daze, Dead by Sunrise and, between 2013 and 2015, Stone Temple Pilots. ",img,wi
"Cleaver, Eldridge",CleaverEldridge,Political and Military History,7,images/468.jpg,American writer,"Leroy Eldridge Cleaver was an American writer, and political activist who became an early leader of the Black Panther Party.
In 1968, Cleaver wrote Soul on Ice, a collection of essays that, at the time of its publication, was praised by The New York Times Book Review as ""brilliant and revealing"". ",img,pmh
"Corson, Amelia Gade",CorsonAmeliaGade,Cultural and Community Life,7,,Swimmer,"Amelia ""Mille"" Gade Corson was a Danish-born American long-distance swimmer who is best known as becoming the seventh person, third American and second woman to successfully swim across the English Channel. ",ccl,ccl
"Cron, Rosalind",CronRosalind,Cultural and Community Life,7,,Musician,,ccl,ccl
"Cunningham, Imogen",CunninghamImogen,Work and Industry,7,images/471.jpg,American photographer,"Imogen Cunningham was an American photographer known for her botanical photography, nudes, and industrial landscapes. Cunningham was a member of the California-based Group f/64, known for its dedication to the sharp-focus rendition of simple subjects.",img,wi
"Custer, George Armstrong",CusterGeorgeArmstrong,Political and Military History,7,images/472.jpg,Officer,"George Armstrong Custer was a United States Army officer and cavalry commander in the American Civil War and the American Indian Wars.
",img,pmh
"Dare, Charles",DareCharles,Cultural and Community Life,7,images/473.jpg,Football club,"Tottenham Hotspur Football Club, commonly referred to as Tottenham or Spurs, is an English professional football club in Tottenham, London, that competes in the Premier League. ",img,ccl
"Draper, John William",DraperJohnWilliam,Medicine and Science,7,images/186.jpg,American scientist,"John William Draper was an English-born American scientist, philosopher, physician, chemist, historian and photographer. He is credited with producing the first clear photograph of a female face and the first detailed photograph of the moon in 1840. ",img,ms
"Endicott, George",EndicottGeorge,Cultural and Community Life,7,,Politician,,ccl,ccl
"Ericsson, John",EricssonJohn,Work and Industry,7,images/476.jpg,Henry J. Kaiser-class replenishment oiler,USNS John Ericsson (T-AO-194) is a Henry J. Kaiser-class underway replenishment oiler operated by the Military Sealift Command to support ships of the United States Navy.,img,wi
